company_name,exchange,year,text_excerpt,label
Cascade Water,ASX,2025,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2025. We plan to expand reporting to Scope 3 in future years following supplier engagement. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Methodologies follow the GHG Protocol for direct and energy indirect emissions. The organizational boundary is consistent with prior reporting years.,0
Borealis Telecom,NYSE,2021,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2021. The disclosures underwent limited assurance by an independent provider. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. The disclosures underwent limited assurance by an independent provider.",1
Kappa Robotics,NASDAQ,2022,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2022. We plan to expand reporting to Scope 3 in future years following supplier engagement. The organizational boundary is consistent with prior reporting years.,0
Vantage Real Estate,NASDAQ,2020,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2020. The disclosures underwent limited assurance by an independent provider. Category screening and data sources are described with assumptions and limitations. Category screening and data sources are described with assumptions and limitations.",1
Evergreen Foods,NYSE,2023,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2023. We plan to expand reporting to Scope 3 in future years following supplier engagement. The organizational boundary is consistent with prior reporting years. We plan to expand reporting to Scope 3 in future years following supplier engagement. The organizational boundary is consistent with prior reporting years.,0
Vantage Real Estate,NASDAQ,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. The disclosures underwent limited assurance by an independent provider. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Category screening and data sources are described with assumptions and limitations.",1
Xenon Chemicals,FWB,2024,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2024. The organizational boundary is consistent with prior reporting years. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
Triton Steelworks,NSE,2023,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2023. Category screening and data sources are described with assumptions and limitations. Category screening and data sources are described with assumptions and limitations. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Category screening and data sources are described with assumptions and limitations.",1
Juniper Ventures,NYSE,2025,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2025. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Methodologies follow the GHG Protocol for direct and energy indirect emissions. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Quantum Materials,NASDAQ,2022,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2022. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Category screening and data sources are described with assumptions and limitations.",1
Delta Retail Group,NYSE,2025,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2025. The organizational boundary is consistent with prior reporting years. We plan to expand reporting to Scope 3 in future years following supplier engagement. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Yonder Media,Euronext,2020,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2020. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Borealis Telecom,NYSE,2022,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2022. We plan to expand reporting to Scope 3 in future years following supplier engagement. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Warden Textiles,HKEX,2022,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2022. Category screening and data sources are described with assumptions and limitations. Boundaries and methods align to the GHG Protocol including location- and market-based electricity.",1
Falcon Oil & Gas,LSE,2024,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2024. The organizational boundary is consistent with prior reporting years. The organizational boundary is consistent with prior reporting years. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Kappa Robotics,NASDAQ,2024,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2024. Category screening and data sources are described with assumptions and limitations. Category screening and data sources are described with assumptions and limitations.",1
Quantum Materials,NASDAQ,2021,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2021. The organizational boundary is consistent with prior reporting years. The organizational boundary is consistent with prior reporting years. Scope 3 data collection is ongoing and not included for the current reporting cycle. Methodologies follow the GHG Protocol for direct and energy indirect emissions.,0
Nimbus Energy,ASX,2025,"We report Scope 1, Scope 2, and Scope 3 greenhouse gas emissions for 2025. Scope 3 coverage includes purchased goods and services, business travel, waste and use of sold products. Boundaries and methods align to the GHG Protocol including location- and market-based electricity. Category screening and data sources are described with assumptions and limitations.",1
Nimbus Energy,ASX,2023,We disclose Scope 1 and Scope 2 greenhouse gas emissions for 2023. Scope 3 data collection is ongoing and not included for the current reporting cycle. Scope 3 data collection is ongoing and not included for the current reporting cycle. We plan to expand reporting to Scope 3 in future years following supplier engagement.,0
